5e3bd495bff590e2342993b6b4fd98e019413fe35b072abf1b88f13d9cf94ce4B;'[14-04-23 13:46]';1681476417;B;0.48087082043973184;0.050032418757653796;0.7671392417543265;0.0;'{{4,5},{8,8,8}}';24;33;'{{0,1,2},{1,2,3,4,5,6,7,8,9},{1},{2,1,0}}';243;52;6;0
3c721c65c1401b6a42ca4a5cc544471c86e719e19f2ac17b20c3c88206ec43d2B;'[14-04-23 14:40]';1681479638;B;0.37749411495382634;0.04999669004585757;0.7967526361541797;0.0;'{{4,5},{8,8,8}}';24;33;'{{0,1,2},{1,2,3,4,5,6,7,8,9},{1},{2,1,0}}';243;52;8;0
ad3bd0d132caac1ac7d3b93d532f376da642d502218835cf8820bdac9eadbc84B;'[14-04-23 14:40]';1681479658;B;0.5160084678348742;0.050016149801449916;0.8256603821823545;0.0;'{{4,5},{8,8,8}}';24;33;'{{0,1,2},{1,2,3,4,5,6,7,8,9},{1},{2,1,0}}';243;52;15;0
c85adb8a07591d8934bbfb874240ca8e3cfef28cd5a23fd265f5ed9dbdb8686cB;'[14-04-23 14:41]';1681479663;B;0.6115345382833254;0.05000645383426055;0.7711630591350017;0.0;'{{4,5},{8,8,8}}';24;33;'{{0,1,2},{1,2,3,4,5,6,7,8,9},{1},{2,1,0}}';243;52;10;0
7f376ad6375bc2e7d1d9b3e0b3fa6051c82d4c636921a640f4316daa6d1956dbB;'[14-04-23 14:43]';1681479780;B;0.5910148297717428;0.04995562736723362;0.743570230324447;0.0;'{{4,5},{8,8,8}}';24;33;'{{0,1,2},{1,2,3,4,5,6,7,8,9},{1},{2,1,0}}';243;52;8;0
522d15fd71274be92c38252be7ff2303692a8d83b4456d1b963e45cc87485878H;'[14-04-23 14:44]';1681479868;H;0.5;0.05;0.78;0.0;'{{4,5},{8,8,8}}';24;33;'{{3,2,2},{4,4,4}}';12;52;6;0
e78d4c68c46f14600bf2ccb9b4fa493c857eba9d6e36c231bfbcad562988292eH;'[14-04-23 14:44]';1681479871;H;0.5;0.05;0.78;0.0;'{{4,5},{8,8,8}}';24;33;'{{3,2,2},{4,4,4}}';12;52;6;0
08c0e156b7287b2425cdb786e6d27a262ea4e4aacb89fa859df4f2d2471b8d2dH;'[14-04-23 14:44]';1681479876;H;0.5;0.05;0.78;0.0;'{{4,5},{8,8,8}}';24;33;'{{3,2,2},{4,4,4}}';12;52;6;0
6bcb1b32a9461f3ca5369f5bb984b2b1b38fab2f2e6bf76ff546df6d56541173H;'[14-04-23 14:44]';1681479896;H;0.5;0.05;0.78;0.0;'{{4,5},{8,8,8}}';24;33;'{{3,2,2},{4,4,4}}';12;52;6;0
f7e670a128b6b067502deedee91c36133039e0e812ac8fe209774e654dc4be76B;'[14-04-23 14:56]';1681480568;B;0.5361413495497946;0.04995083751730935;0.7950943143837544;0.0;'{{4,5},{8,8,8}}';24;33;'{{0,1,2},{1,2,3,4,5,6,7,8,9},{1},{2,1,0}}';243;52;10;0
7347826710b7572f4ed49cef38c3a1fdc7864b248bc78ff03e21b796f8a344e5B;'[14-04-23 14:56]';1681480617;B;0.958029663062739;0.049992066537610874;0.7824986202639653;0.0;'{{4,5},{8,8,8}}';24;33;'{{0,1,2},{1,2,3,4,5,6,7,8,9},{1},{2,1,0}}';243;52;16;0
a2238abc8ff2f26c983636351ae86ad3732fc49e40c447b9b2dad8e7081bbf65B;'[14-04-23 14:57]';1681480623;B;0.7965039769420772;0.049956547462660136;0.7273698381927053;0.0;'{{4,5},{8,8,8}}';24;33;'{{0,1,2},{1,2,3,4,5,6,7,8,9},{1},{2,1,0}}';243;52;10;0
